job_title,salary_from,salary_to,currency,company,main_location,skill_tag1,skill_tag2,skill_tag3,is_multi_location,is_fully_remote,link
Senior Python Developer,18 000,32 000,PLN,BlockWise,Warszawa,Python,,,True,True,https://justjoin.it/job-offer/blockwise-senior-python-developer-warszawa-python-42d84ee6
PHP Developer,13 000,16 000,PLN,Loyalty Starter,Poznań,HTML,JS,PHP,True,True,https://justjoin.it/job-offer/loyalty-starter-php-developer-poznan-php
SAP BTP Architect,28 000,30 000,PLN,Team Up,Warszawa,SAP,Architecture,SAP Fiori,False,True,https://justjoin.it/job-offer/team-up-sap-btp-architect-warszawa-erp
Senior Golang Developer,25 000,34 000,PLN,Devopsbay,Sopot,Go,Kubernetes,NoSQL,True,True,https://justjoin.it/job-offer/devopsbay-senior-golang-developer-sopot-go
Engineering Team Leader,22 000,30 000,PLN,XTB,Warszawa,Scrum,iOS,Team Leadership,True,True,https://justjoin.it/job-offer/xtb-engineering-team-leader-warszawa-mobile-c25df896
Senior PHP/JS (React) 100% Remote,18 000,24 000,PLN,RITS,Warszawa,PHP,JavaScript,Symfony,True,True,https://justjoin.it/job-offer/rits-senior-php-js-developer-warszawa-php
Senior .Net Engineer,25 000,28 560,PLN,Pragmile,Wrocław,SQL,.NET Core,REST,True,True,https://justjoin.it/job-offer/pragmile-senior-net-engineer-wroclaw-net
Snowflake Lead Engineer,25 000,30 000,PLN,Comscore (via CC),Wrocław,Snowflake,Big Data,Python,False,True,https://justjoin.it/job-offer/comscore-via-cc--snowflake-lead-engineer-wroclaw-data
Web Designer (E-commerce),8 000,12 000,PLN,E Net Production Sp. z o.o.,Katowice,Figma,Adobe CC,,False,True,https://justjoin.it/job-offer/e-net-production-sp-z-o-o--web-designer-e-commerce--katowice-other
Quality Assurance (QA) Specialist,21 840,28 560,PLN,emagine Polska,Warszawa,Quality Processes,Stakeholders Managmenet,,False,False,https://justjoin.it/job-offer/emagine-polska-quality-assurance-qa-specialist-warszawa-other
.NET Developer (mid-senior),20 000,26 000,PLN,Aristocrat,Kraków,Web API,C#,.Net,True,False,https://justjoin.it/job-offer/aristocrat--net-developer-mid-senior--krakow-net
(Senior) Data Engineer (fully remote possible),23 000 PLN,,,Limango Polska,Wrocław,Databricks,PySpark,SparkSQL,False,True,https://justjoin.it/job-offer/limango-polska--senior-data-engineer-fully-remote-possible--wroclaw-data
Senior DevOps Engineer/ SRE,21 000,28 000,PLN,Ramp Network,Warszawa,PostgreSQL,Python,Kubernetes,True,False,https://justjoin.it/job-offer/ramp-network-senior-devops-engineer-sre-warszawa-devops
React Native Developer (project contract),18 000,24 000,PLN,Flying Bisons,Wrocław,TypeScript,Polish,,True,True,https://justjoin.it/job-offer/flying-bisons-react-native-developer-project-contract--wroclaw-javascript-32ac2e1d
Data Engineer,22 000,26 000,PLN,Sunscrapers,Warszawa,Apache Spark,PySpark,,True,True,https://justjoin.it/job-offer/sunscrapers-data-engineer-apache-spark--warszawa-data
Senior Automation Software Tester,15 000,21 600,PLN,HTD,Warszawa,Playwright,pytest,Manual Testing,True,True,https://justjoin.it/job-offer/htd-senior-automation-software-tester-warszawa-testing
Machine Learning Engineer,21 800,26 800,PLN,Holisticon Connect,Wrocław,GCP,BigQuery,Python,True,True,https://justjoin.it/job-offer/holisticon-connect-machine-learning-engineer-wroclaw-data-842a3985
Lead Backend Engineer (Senior II),28 000,32 000,PLN,Sea,Warszawa,.Net,Azure DevOps,Mentoring,True,True,https://justjoin.it/job-offer/sea-lead-backend-engineer-senior-ii--warszawa-net
DevOps Engineer,20 000,26 000,PLN,H2B Group Sp. z o.o.,Gdańsk,Powershell,Groovy,AWS,True,True,https://justjoin.it/job-offer/h2b-group-sp-z-o-o--devops-engineer-gdansk-devops
Middle .NET Engineer,10 195,16 312,PLN,N-iX,Kraków,Entity Framework,Azure,.Net,True,True,https://justjoin.it/job-offer/n-ix-middle-net-engineer-krakow-net
Drupal CMS Tech Lead,23 520,25 200,PLN,7N,Warszawa,CMS,Drupal,JavaScript,True,True,https://justjoin.it/job-offer/7n-drupal-cms-tech-lead-warszawa-javascript
PHP developer,100,140,,Antal Sp. z o.o.,Warszawa,PHP,OOP,NGINX,True,True,https://justjoin.it/job-offer/antal-sp-z-o-o--php-developer-warszawa-php-58ae94d0
Machine Learning Analyst,16 000,22 000,PLN,Tidio,Warszawa,Python,SQL,,False,True,https://justjoin.it/job-offer/tidio-machine-learning-analyst-warszawa-ai
Machine Learning Engineer,18 500,22 700,PLN,Univio,Wrocław,Python,Databases,OpenAI,True,True,https://justjoin.it/job-offer/univio-machine-learning-engineer-wroclaw-ai
Engineering Lead / Retail,18 900,34 800,PLN,Netguru,Warszawa,Leadership,Software Development,,True,True,https://justjoin.it/job-offer/netguru-engineering-lead-retail-warszawa-javascript
Lead Computer Vision Engineer,25 000,30 000,PLN,Grid Dynamics Poland,Gdańsk,Computer Vision,Leadership,AI/ML,True,False,https://justjoin.it/job-offer/grid-dynamics-poland-lead-computer-vision-engineer-gdansk-ai
ML Engineer (Mid/Senior),16 000,25 000,PLN,Grid Dynamics Poland,Gdańsk,CI/CD,Machine Learning,MLOps,True,False,https://justjoin.it/job-offer/grid-dynamics-poland-ml-engineer-mid-senior--gdansk-ai
Senior AI Engineer/Team Lead,24 000,31 000,PLN,Grid Dynamics Poland,Gdańsk,Python,NLP,AI,True,False,https://justjoin.it/job-offer/grid-dynamics-poland-senior-ai-engineer-team-lead-gdansk-ai
Angular Developer (Digital Hangar),8 000,16 000,PLN,Lufthansa Systems,Gdańsk,Angular,TypeScript,CSS3,False,False,https://justjoin.it/job-offer/lufthansa-systems-angular-developer-digital-hangar--gdansk-javascript
Analytics Engineer,14 000,25 000,PLN,Datumo,Warszawa,SQL,Big Data,BigQuery,True,True,https://justjoin.it/job-offer/datumo-analytics-engineer-warszawa-analytics
DevOps / SRE Engineer Mid-Senior,23 400,35 100,PLN,Air Space Intelligence,Sopot,Helm,Any OO Language,Grafana,True,False,https://justjoin.it/job-offer/airspace-intelligence-devops-sre-engineer-mid-senior-8f84dda9-256d-4f91-8178-350c63defe41
Mid Angular Developer,10 000,18 000,PLN,House of Angular,Warszawa,HTML/CSS,TypeScript,Angular,False,False,https://justjoin.it/job-offer/house-of-angular-mid-angular-developer-22af440a-8ebb-47f9-92db-188802d5d332
OT Security Engineer,32 529,54 214,PLN,emagine Polska,Warszawa,OT network security,,,False,True,https://justjoin.it/job-offer/emagine-polska-ot-security-engineer-warszawa-security
Product Owner,19 000,24 000,PLN,Redvike,Kraków,Scrum Master,Business Analysis,,True,True,https://justjoin.it/job-offer/redvike-product-owner-krakow-pm
DevOps Engineer (GCP),24 000,27 200,PLN,Pragmile,Lublin,SQL,Kubernetes,Terraform,False,False,https://justjoin.it/job-offer/pragmile-devops-engineer-gcp--lublin-devops
Senior Software Engineer (Level 5),24 000,31 500,PLN,Software Mansion,Kraków,Elixir,React Native,Node.js,False,False,https://justjoin.it/job-offer/software-mansion-senior-software-engineer-level-5--krakow-javascript-3baf6ed9
Ember.js Developer,16 000,23 000,PLN,Redvike,Kraków,JavaScript,CSS3,HTML5,True,True,https://justjoin.it/job-offer/redvike-ember-js-developer-krakow-javascript
Software Engineer - Python (30101),15 100,20 762,PLN,Splunk,Kraków,Python,Databases,RESTful,True,False,https://justjoin.it/job-offer/splunk-software-engineer---python-30101--krakow-python
Konsultant ds. wdrożeń podatkowych,22 000,26 000,PLN,GreenMinds Sp. z o.o.,Warszawa,ERP,TAX,SQL,True,False,https://justjoin.it/job-offer/greenminds-sp-z-o-o--konsultant-ds-wdrozen-podatkowych-warszawa-erp
Mid Infrastructure Administrator,15 000,20 000,PLN,Neontri,Warszawa,VPN,Firewall,Ansible,False,False,https://justjoin.it/job-offer/neontri-mid-infrastructure-administrator-warszawa-admin
Service Desk Specialist,11 000,15 000,PLN,Neontri,Warszawa,Android,Microsoft 365,Windows,False,False,https://justjoin.it/job-offer/neontri-service-desk-specialist-warszawa-support
Senior Infrastructure Administrator,20 000,25 000,PLN,Neontri,Warszawa,Windows,Powershell,VMware,False,False,https://justjoin.it/job-offer/neontri-senior-infrastructure-administrator-warszawa-admin
DevOps Engineer,19 000,27 000,PLN,Daftcode,Warszawa,Public Clouds,Observability tools,Monitoring Tools,False,False,https://justjoin.it/job-offer/daftcode-devops-engineer-warszawa-devops
Junior Blockchain Developer,6 000,10 000,PLN,Archblock Poland,Warszawa,Node.js,Postgres,Python,False,False,https://justjoin.it/job-offer/archblock-poland-junior-blockchain-developer-warszawa-javascript
Senior Java Software Engineer,19 000,26 000,PLN,Jit Team,Gdańsk,CI/CD,Java,AWS,True,True,https://justjoin.it/job-offer/jit-team-senior-java-software-engineer-gdansk-java
C#/.Net Developer w/ automated testing exp,14 000,25 500,PLN,Polar Night Software,Łódź,C#,JavaScript,TypeScript,True,True,https://justjoin.it/job-offer/polar-night-software-c-net-developer-w-automated-testing-exp-lodz-net
Tester Manualny,5 700,10 500,PLN,Jit Team,Warszawa,ISTQB,Jira,Confluence,False,False,https://justjoin.it/job-offer/jit-team-tester-manualny-warszawa-testing
Mid / Senior Devops,20 000,25 000,PLN,Antal Sp. z o.o.,Wrocław,CI/CD,GitLab,Azure,True,True,https://justjoin.it/job-offer/antal-sp-z-o-o--mid-senior-devops-wroclaw-devops
Senior Java Developer,30 240,33 600,PLN,7N,Warszawa,Java,Spring Boot,MS Azure,False,True,https://justjoin.it/job-offer/7n-senior-java-developer-warszawa-java
Analityk Biznesowo - Systemowy,20 000,23 520,PLN,makeitright,Warszawa,UML,Jira,BPMN,False,False,https://justjoin.it/job-offer/makeitright-analityk-biznesowo---systemowy-warszawa-analytics
Senior Fullstack Developer (NestJS + Angular),16 000,20 000,PLN,Labplus S.A.,Wrocław,Nest.js,Backend,TypeScript,False,True,https://justjoin.it/job-offer/labplus-s-a--senior-fullstack-developer-nestjs-angular--wroclaw-other
Senior Data Engineer,19 000,28 350,PLN,Jit Team,Warszawa,Microsoft SQL,DAX,Databricks,True,True,https://justjoin.it/job-offer/jit-team-senior-data-engineer-warszawa-data
Business Analyst,10 080,16 800,PLN,UNIVIO,Wrocław,English,Analytics,UML,True,True,https://justjoin.it/job-offer/univio-business-analyst-wroclaw-analytics
Junior SAP Konsultant,8 000,15 000,PLN,Akademia Górniczo-Hutnicza,Kraków,SAP,SAP S/4HANA,,False,False,https://justjoin.it/job-offer/akademia-gorniczo-hutnicza-junior-sap-konsultant-krakow-erp
Middle .Net Engineer,12 234,17 943,PLN,Blackthorn Vision,Wrocław,.Net,Azure,SQL,False,False,https://justjoin.it/job-offer/blackthorn-vision-middle-net-engineer-wroclaw-net
Mid PHP Developer - Wrocław,8 000,11 000,PLN,Smartheads,Wrocław,Symfony,PHP 8,HTML/CSS,False,False,https://justjoin.it/job-offer/smartheads-mid-php-developer---wroclaw-wroclaw-php
Architekt IT,18 000,25 000,PLN,Eyzee S.A.,Warszawa,Enterprise Architect,BPMN,UML,True,True,https://justjoin.it/job-offer/eyzee-s-a--architekt-it-warszawa-architecture
Senior DevOps Engineer,23 100,31 500,PLN,Pragmatic Coders,Kraków,Kubernetes,English,Terraform,False,False,https://justjoin.it/job-offer/pragmatic-coders-senior-devops-engineer-krakow-devops
SAP EWM Consultant,28 000,31 000,PLN,Team Up,Warszawa,SAP EWM,customization,,True,True,https://justjoin.it/job-offer/team-up-sap-ewm-consultant-warszawa-erp-fb42fdbc
QA Engineer (Supply Chain),9 120,13 680,PLN,Soldevelo,Gdynia,Scrum,Testing,REST API,True,True,https://justjoin.it/job-offer/soldevelo-qa-engineer-supply-chain--gdynia-testing
Product Owner,12 920,16 720,PLN,Soldevelo,Gdynia,English,Scrum,product owner,True,True,https://justjoin.it/job-offer/soldevelo-product-owner-gdynia-pm-b53de59c
DataOps Engineer,24 000,32 000,PLN,Decerto,Warszawa,SQL,Databricks,DevOps,True,True,https://justjoin.it/job-offer/decerto-dataops-engineer-warszawa-devops
Delivery Manager,25 000,30 000,PLN,Avenga,Warszawa,Delivery,Jira,Confluence,True,True,https://justjoin.it/job-offer/avenga-delivery-manager-warszawa-pm
.NET Developer (lottery industry),21 840,26 880,PLN,Britenet,Warszawa,.Net,SQL databases,Git,False,False,https://justjoin.it/job-offer/britenet--net-developer-lottery-industry--warszawa-net
System Administrator,15 000 PLN,,,Antal Sp. z o.o.,Warszawa,IT,Windows,Linux,True,False,https://justjoin.it/job-offer/antal-sp-z-o-o--system-administrator-warszawa-admin
Production Engineering Specialist,17 000 PLN,,,Antal Sp. z o.o.,Kraków,IT,SQL,,True,False,https://justjoin.it/job-offer/antal-sp-z-o-o--production-engineering-specialist-krakow-admin
Data Engineer,14 000,25 000,PLN,Datumo,Poznań,Python,Cloud,Big Data,True,True,https://justjoin.it/job-offer/datumo-data-engineer-poznan-data
Senior .Net + React Engineer,21 000,31 500,PLN,XtraMile,Gdańsk,C#,Analytical Thinking,Web Applications,True,False,https://justjoin.it/job-offer/xtramile-senior-net-react-engineer-gdansk-net
GCP Platform Engineer,15 120,17 472,PLN,ITFS,Warszawa,Google Cloud Platform,Python,SRE,False,True,https://justjoin.it/job-offer/itfs-gcp-platform-engineer-warszawa-devops
🖥️ UX / UI Designer 📺,9 500,14 000,PLN,Insys Video Technologies,Poznań,UX Design,,,True,True,https://justjoin.it/job-offer/insys-video-technologies--ux-ui-designer--poznan-ux
AI Engineer,19 800,28 900,PLN,Grape Up,Kraków,Java,Python,LLM,True,True,https://justjoin.it/job-offer/grape-up-ai-engineer-krakow-ai
Senior Ruby on Rails Engineer,26 506,32 623,PLN,Housecall Pro,Warszawa,Ruby on Rails,English,,True,True,https://justjoin.it/job-offer/housecall-pro-senior-ruby-on-rails-engineer-warszawa-ruby-957837ab
Tax Technology Consultant,22 000,26 000,PLN,GreenMinds Sp. z o.o.,Warszawa,ERP,SQL,Analytics,True,False,https://justjoin.it/job-offer/greenminds-sp-z-o-o--tax-technology-consultant-warszawa-erp
Administrator MS SQL,20 160,24 360,PLN,7N,Warszawa,MsSQL,Docker,CI/CD,False,True,https://justjoin.it/job-offer/7n-administrator-ms-sql-warszawa-admin
Mid Python Backend Developer,13 000,16 000,PLN,ShareP Poland P.S.A.,Wrocław,Python,REST API,DRF,False,False,https://justjoin.it/job-offer/sharep-poland-p-s-a--mid-python-backend-developer-wroclaw-python
Scrum Master (SAFe),16 000,20 000,PLN,Jit Team,Gdynia,Scrum,Jira,Confluence,True,False,https://justjoin.it/job-offer/jit-team-scrum-master-safe--gdynia-pm
"Financial Data Engineer (Python, SQL)",15 120,19 320,PLN,SoftKraft,Bielsko-Biała,Git,Python,SQL,True,True,https://justjoin.it/job-offer/softkraft-financial-data-engineer-python-sql--bielsko-biala-data
Senior Test Automation Engineer,15 200,23 100,PLN,Jit Team,Warszawa,Python,SQL,Robot Framework,True,False,https://justjoin.it/job-offer/jit-team-senior-test-automation-engineer-warszawa-testing-9de16136
FullStack Engineer,20 389,28 545,PLN,goLance,Warszawa,PostgreSQL,Node.js,React,True,True,https://justjoin.it/job-offer/golance-fullstack-engineer-warszawa-javascript
Site Reliability Engineer,26 099,34 254,PLN,goLance,Wrocław,Python,Snowflake,Kubernetes,True,True,https://justjoin.it/job-offer/golance-site-reliability-engineer-wroclaw-devops
DevOps Engineer,22 428,29 361,PLN,goLance,Warszawa,Kubernetes,Python,DevOps,True,True,https://justjoin.it/job-offer/golance-devops-engineer-warszawa-devops
Quantitative Engineer,24 467,37 517,PLN,goLance,Wrocław,Rust,cryptocurrency,Git,True,True,https://justjoin.it/job-offer/golance-quantitative-engineer-wroclaw-data
Backend Machine Learning Developer (z Node),20 389,32 623,PLN,goLance,Wrocław,Machine Learning,Node.js,,True,True,https://justjoin.it/job-offer/golance-backend-machine-learning-developer-z-node--wroclaw-ai
Wordpress Junior/Mid Developer,5 000,8 500,PLN,ZABEZPIECZ AUTO,Wrocław,JavaScript,WordPress,PHP,False,False,https://justjoin.it/job-offer/zabezpiecz-auto-wordpress-junior-mid-developer-wroclaw-php
Migration Test Analyst,12 000,16 000,PLN,Jit Team,Gdynia,ETL tools,SQL,Jira,True,False,https://justjoin.it/job-offer/jit-team-migration-test-analyst-gdynia-testing
Data Engineer,24 000,32 000,PLN,Decerto,Warszawa,Databricks,English,Data,True,True,https://justjoin.it/job-offer/decerto-data-engineer-warszawa-data
Senior .NET Developer,16 800,20 200,PLN,Angry Nerds,Wrocław,C#,Azure,NoSQL,True,True,https://justjoin.it/job-offer/angry-nerds-senior-net-developer-wroclaw-net-af773cae
Python Developer (Angular),16 800,23 500,PLN,H2B Group Sp. z o.o.,Gdańsk,Python,Angular,MySQL,True,True,https://justjoin.it/job-offer/h2b-group-sp-z-o-o--python-developer-angular--gdansk-python
Golang Developer,25 000,30 000,PLN,H2B Group Sp. z o.o.,Gdańsk,Golang,Git,Kubernetes,True,True,https://justjoin.it/job-offer/h2b-group-sp-z-o-o--golang-developer-gdansk-go
Data Engineer (Cloud),24 000,30 000,PLN,H2B Group Sp. z o.o.,Gdańsk,AWS,PySpark,Terraform,True,True,https://justjoin.it/job-offer/h2b-group-sp-z-o-o--data-engineer-cloud--gdansk-data
Mid/Senior PHP Developer,15 000,23 500,PLN,OpsTalent,Wrocław,Communication,Team Player,PHP,False,False,https://justjoin.it/job-offer/opstalent-mid-senior-php-developer-wroclaw-php
Senior Java Developer with Cloud,22 000,26 800,PLN,j-labs,Warszawa,Java,Azure,Spring Boot,False,False,https://justjoin.it/job-offer/j-labs-senior-java-developer-with-cloud-warszawa-java
Mid Full Stack PHP Developer,6 750,11 800,PLN,Centrum Medyczne Luxmed,Lublin,React,JavaScript,Git,False,False,https://justjoin.it/job-offer/centrum-medyczne-luxmed-mid-full-stack-php-developer-lublin-php
IT Project Manager (data governance),23 500,28 500,PLN,j-labs,Warszawa,Jira,,,False,False,https://justjoin.it/job-offer/j-labs-it-project-manager-data-governance--warszawa-pm
Senior webMethods Developer,100,140,,Antal Sp. z o.o.,Warszawa,Unix,SOA,ESB,True,True,https://justjoin.it/job-offer/antal-sp-z-o-o--senior-webmethods-developer-warszawa-other
Senior Software Engineer (Java OR Scala) (31056),20 666,28 416,PLN,Splunk,Kraków,Java,Data Structures,Databricks,True,False,https://justjoin.it/job-offer/splunk-senior-software-engineer-java-or-scala-31056--krakow-java
Software Engineer (Java or Scala) (31073),15 100,20 762,PLN,Splunk,Kraków,Databricks,Data Structures,Java,True,False,https://justjoin.it/job-offer/splunk-software-engineer-java-or-scala-31073--krakow-java
Senior Software Engineer (C++) (31198),20 666,28 416,PLN,Splunk,Kraków,C++,Data Structures,Algorithms,True,False,https://justjoin.it/job-offer/splunk-senior-software-engineer-c-31198--krakow-c
Software Engineer (C++) (31200),15 100,20 762,PLN,Splunk,Kraków,C++,Linux,Algorithms,True,False,https://justjoin.it/job-offer/splunk-software-engineer-c-31200--krakow-c
